window_index,udp_pkt_count,udp_pkt_rate,avg_pkt_len,std_pkt_len,unique_src_ips,unique_dst_ports,entropy_src_ip,burst_100ms_max,pps_change,is_udp_flood,score_udp,severity_udp,rank_by_score
6830,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
6838,4,4.0,81.0,8.0,2,2,1.0,4,3.0,False,0.0,Normal,57
6839,36,36.0,94.66666666666667,21.61789382278795,3,8,1.3821022532543101,10,32.0,False,0.0,Normal,57
6840,44,44.0,106.4090909090909,30.58766699015841,2,12,1.0,34,8.0,False,0.0,Normal,57
6841,76,76.0,104.94736842105263,50.66086799203475,2,20,1.0,54,32.0,True,190.0,High,50
6843,1,1.0,342.0,0.0,1,1,0.0,1,-75.0,False,0.0,Normal,57
6846,12,12.0,111.66666666666667,42.081930669693485,3,3,1.4591479170272448,12,11.0,False,0.0,Normal,57
6853,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
6854,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
6856,16,16.0,99.0,17.60681686165901,3,4,1.4056390622295665,14,15.0,False,0.0,Normal,57
6857,1,1.0,342.0,0.0,1,1,0.0,1,-15.0,False,0.0,Normal,57
6858,4,4.0,243.0,0.0,1,1,0.0,4,3.0,False,0.0,Normal,57
6860,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
6865,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
6871,12,12.0,101.33333333333333,32.00347203386255,3,3,1.4591479170272448,10,11.0,False,0.0,Normal,57
6874,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
6884,50,50.0,114.76,44.81631845656222,2,13,0.9988455359952018,24,49.0,False,0.0,Normal,57
6885,30,30.0,107.46666666666667,41.98550014257568,3,9,1.5058231002082845,6,-20.0,False,0.0,Normal,57
6886,26,26.0,99.6923076923077,21.377143132811504,2,7,0.9957274520849255,12,-4.0,False,0.0,Normal,57
6887,3,3.0,184.0,111.72287142747452,2,2,0.9182958340544896,2,-23.0,False,0.0,Normal,57
6888,154,154.0,98.74025974025975,30.46454298284014,2,38,0.9989047442823606,38,151.0,True,385.0,Critical,18
6889,126,126.0,101.82539682539682,40.390372765599935,2,34,0.998363672593813,32,-28.0,True,315.0,Critical,31
6898,4,4.0,112.0,27.0,2,2,1.0,4,-122.0,False,0.0,Normal,57
6899,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
6901,12,12.0,101.33333333333333,32.00347203386255,3,3,1.4591479170272448,10,11.0,False,0.0,Normal,57
6902,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
6907,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
6913,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
6925,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
6933,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
6936,16,16.0,118.25,36.3687709443143,3,4,1.4056390622295665,14,15.0,False,0.0,Normal,57
6944,12,12.0,123.0,57.01754116059373,2,4,1.0,8,-4.0,False,0.0,Normal,57
6961,12,12.0,101.33333333333333,32.00347203386255,3,3,1.4591479170272448,10,0.0,False,0.0,Normal,57
6966,3,3.0,87.0,0.0,1,1,0.0,3,-9.0,False,0.0,Normal,57
7018,28,28.0,107.57142857142857,26.586017500381892,3,5,1.4926140680171256,28,25.0,False,0.0,Normal,57
7019,20,20.0,109.0,25.93067681338071,3,4,1.4854752972273344,16,-8.0,False,0.0,Normal,57
7020,44,44.0,102.0909090909091,24.55959188828284,2,12,1.0,18,24.0,False,0.0,Normal,57
7021,100,100.0,104.74,40.24813536053565,3,22,1.3171547773202832,36,56.0,False,0.0,Normal,57
7042,10,10.0,75.2,13.717142559585797,1,2,0.0,10,-90.0,False,0.0,Normal,57
7043,10,10.0,75.2,13.717142559585797,1,2,0.0,6,0.0,False,0.0,Normal,57
7044,4,4.0,92.0,0.0,1,1,0.0,4,-6.0,False,0.0,Normal,57
7128,4,4.0,92.0,8.0,2,2,1.0,4,0.0,False,0.0,Normal,57
7136,4,4.0,109.0,35.0,2,2,1.0,4,0.0,False,0.0,Normal,57
7138,16,16.0,121.625,42.28160799922349,3,2,1.4056390622295665,14,12.0,False,0.0,Normal,57
7146,4,4.0,118.0,38.0,2,2,1.0,2,-12.0,False,0.0,Normal,57
7198,28,28.0,108.57142857142857,25.86148345572257,3,7,1.2958363892911637,16,24.0,False,0.0,Normal,57
7199,24,24.0,108.58333333333333,25.626998567049473,2,7,1.0,12,-4.0,False,0.0,Normal,57
7200,134,134.0,94.56716417910448,24.43280390956988,3,31,1.1596470492439008,40,110.0,True,335.0,Critical,27
7201,86,86.0,106.79069767441861,45.13780354443021,3,23,1.1344959754516843,52,-48.0,True,215.0,High,47
7208,126,126.0,99.26984126984127,29.80796013276306,2,31,0.998363672593813,26,40.0,True,315.0,Critical,31
7209,98,98.0,112.14285714285714,40.71553882783349,2,26,0.9996995428565171,28,-28.0,False,0.0,Normal,57
7210,92,92.0,94.1304347826087,20.790475134847284,2,25,0.9986359641585718,20,-6.0,False,0.0,Normal,57
7244,1,1.0,342.0,0.0,1,1,0.0,1,-91.0,False,0.0,Normal,57
7247,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7251,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7257,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7269,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7280,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7289,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7292,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7295,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7298,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7304,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7320,3,3.0,160.0,0.0,1,1,0.0,3,2.0,False,0.0,Normal,57
7326,1,1.0,342.0,0.0,1,1,0.0,1,-2.0,False,0.0,Normal,57
7334,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7337,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7340,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7346,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7353,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7361,2,2.0,451.0,0.0,1,1,0.0,2,1.0,False,0.0,Normal,57
7364,4,4.0,112.5,27.5,2,2,1.0,2,2.0,False,0.0,Normal,57
7365,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
7378,90,90.0,102.08888888888889,36.49159551471923,3,16,1.3995812306460644,56,89.0,True,225.0,High,45
7379,59,59.0,116.88135593220339,49.77307309119168,4,15,1.539413681752076,16,-31.0,False,0.0,Normal,57
7381,76,76.0,98.34210526315789,26.429923547482346,2,20,1.0,24,17.0,False,0.0,Normal,57
7382,1,1.0,342.0,0.0,1,1,0.0,1,-75.0,False,0.0,Normal,57
7390,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7405,24,24.0,93.91666666666667,14.625652881913416,2,7,1.0,12,23.0,False,0.0,Normal,57
7410,1,1.0,342.0,0.0,1,1,0.0,1,-23.0,False,0.0,Normal,57
7438,20,20.0,128.2,60.726929775841626,3,4,1.4854752972273344,12,19.0,False,0.0,Normal,57
7450,8,8.0,102.0,22.282279955157193,2,3,1.0,8,-12.0,False,0.0,Normal,57
7532,58,58.0,101.72413793103448,22.67141075531356,2,15,0.9991421039919088,26,50.0,False,0.0,Normal,57
7533,54,54.0,107.5925925925926,23.539186019564244,2,15,0.9990102708804813,18,-4.0,False,0.0,Normal,57
7534,100,100.0,104.8,38.822158621076184,2,26,1.0,20,46.0,False,0.0,Normal,57
7544,24,24.0,144.41666666666666,16.347570325756536,2,7,1.0,12,-76.0,False,0.0,Normal,57
7558,186,186.0,108.2258064516129,47.68199521161409,3,35,1.3874847848484904,66,162.0,True,465.0,Critical,8
7559,34,34.0,132.2941176470588,50.45762894091537,3,8,1.5656531116458186,14,-152.0,False,0.0,Normal,57
7560,126,126.0,101.85714285714286,25.54663158789292,3,25,1.34861040367936,70,92.0,True,315.0,Critical,31
7561,146,146.0,108.35616438356165,54.6524184786183,3,26,1.4739051560709049,76,20.0,True,365.0,Critical,22
7574,12,12.0,146.83333333333334,20.169421299471026,2,4,1.0,6,-134.0,False,0.0,Normal,57
7575,4,4.0,243.0,0.0,1,1,0.0,4,-8.0,False,0.0,Normal,57
7632,16,16.0,175.0,121.26005112979294,3,3,1.5,12,12.0,False,0.0,Normal,57
7637,32,32.0,93.6875,14.459939272002494,3,7,1.4056390622295665,16,16.0,False,0.0,Normal,57
7645,20,20.0,75.2,13.717142559585795,1,2,0.0,10,-12.0,False,0.0,Normal,57
7646,4,4.0,92.0,0.0,1,1,0.0,4,-16.0,False,0.0,Normal,57
7651,16,16.0,140.125,58.09569153560357,3,4,1.4056390622295665,8,12.0,False,0.0,Normal,57
7677,4,4.0,109.0,35.0,2,2,1.0,4,-12.0,False,0.0,Normal,57
7680,6,6.0,92.33333333333333,7.542472332656507,2,2,0.9182958340544896,6,2.0,False,0.0,Normal,57
7681,2,2.0,103.0,0.0,1,1,0.0,2,-4.0,False,0.0,Normal,57
7700,12,12.0,203.0,128.0,3,3,1.4591479170272448,6,10.0,False,0.0,Normal,57
7724,5,5.0,164.8,93.52946059932133,3,3,1.5219280948873621,5,-7.0,False,0.0,Normal,57
7727,1,1.0,342.0,0.0,1,1,0.0,1,-4.0,False,0.0,Normal,57
7732,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7738,76,76.0,110.42105263157895,55.764840639273295,3,15,1.4157371940048646,28,75.0,False,0.0,Normal,57
7739,46,46.0,103.82608695652173,25.22361242602902,3,9,1.4029342381953893,20,-30.0,False,0.0,Normal,57
7740,58,58.0,94.37931034482759,22.021014717300112,3,13,1.4318873153407883,38,12.0,False,0.0,Normal,57
7742,1,1.0,342.0,0.0,1,1,0.0,1,-57.0,False,0.0,Normal,57
7750,12,12.0,98.66666666666667,19.35343782265971,3,3,1.4591479170272448,10,11.0,False,0.0,Normal,57
7752,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
7760,8,8.0,102.0,22.282279955157193,2,3,1.0,8,7.0,False,0.0,Normal,57
7765,1,1.0,342.0,0.0,1,1,0.0,1,-7.0,False,0.0,Normal,57
7769,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7772,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7776,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7785,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7792,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7802,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7812,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7814,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7817,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7820,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7823,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7830,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7841,7,7.0,191.14285714285714,61.59412906027553,2,2,0.5916727785823275,6,6.0,False,0.0,Normal,57
7844,6,6.0,166.0,1.0,1,1,0.0,6,-1.0,False,0.0,Normal,57
7847,6,6.0,166.0,1.0,1,1,0.0,6,0.0,False,0.0,Normal,57
7856,1,1.0,342.0,0.0,1,1,0.0,1,-5.0,False,0.0,Normal,57
7859,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7862,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7870,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7889,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
7949,4,4.0,84.0,8.0,2,2,1.0,2,3.0,False,0.0,Normal,57
7981,4,4.0,90.0,0.0,2,2,1.0,2,0.0,False,0.0,Normal,57
8204,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
8206,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8213,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8219,4,4.0,109.0,35.0,2,2,1.0,4,3.0,False,0.0,Normal,57
8224,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
8237,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8247,16,16.0,71.0,12.12435565298214,1,2,0.0,10,15.0,False,0.0,Normal,57
8248,8,8.0,92.0,0.0,1,1,0.0,4,-8.0,False,0.0,Normal,57
8249,1,1.0,342.0,0.0,1,1,0.0,1,-7.0,False,0.0,Normal,57
8252,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8258,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8271,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8284,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8290,4,4.0,112.5,27.5,2,2,1.0,4,3.0,False,0.0,Normal,57
8294,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
8296,5,5.0,262.8,39.6,2,2,0.7219280948873623,4,4.0,False,0.0,Normal,57
8304,1,1.0,342.0,0.0,1,1,0.0,1,-4.0,False,0.0,Normal,57
8322,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8337,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8339,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8342,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8349,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8365,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8383,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8385,12,12.0,113.83333333333333,32.91613923628077,2,4,1.0,10,11.0,False,0.0,Normal,57
8419,4,4.0,90.0,0.0,2,2,1.0,2,-8.0,False,0.0,Normal,57
8519,4,4.0,84.0,8.0,2,2,1.0,2,0.0,False,0.0,Normal,57
8548,24,24.0,104.33333333333333,22.852182001336814,3,6,1.3250112108241772,16,20.0,False,0.0,Normal,57
8549,76,76.0,96.52631578947368,20.188241551777327,3,14,1.275082791127317,44,52.0,True,190.0,High,50
8550,128,128.0,100.8125,24.581417651347937,3,26,1.5141459249288385,64,52.0,True,320.0,Critical,30
8551,16,16.0,157.25,67.87442449111447,3,4,1.4056390622295665,10,-112.0,False,0.0,Normal,57
8560,8,8.0,112.0,27.0,3,2,1.5,6,-8.0,False,0.0,Normal,57
8670,12,12.0,105.33333333333333,24.417662095749918,3,3,1.4591479170272448,10,4.0,False,0.0,Normal,57
8684,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
8687,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8690,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8700,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8709,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8726,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8729,5,5.0,154.8,93.87310583974518,3,3,1.5219280948873621,3,4.0,False,0.0,Normal,57
8731,1,1.0,342.0,0.0,1,1,0.0,1,-4.0,False,0.0,Normal,57
8738,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8748,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8759,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8761,4,4.0,109.0,35.0,2,2,1.0,4,3.0,False,0.0,Normal,57
8774,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
8776,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8780,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8789,4,4.0,152.0,69.0,2,2,1.0,4,3.0,False,0.0,Normal,57
8790,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
8804,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8815,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8819,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8822,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8828,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8834,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
8838,8,8.0,120.5,33.5,3,2,1.5,6,7.0,False,0.0,Normal,57
8843,1,1.0,342.0,0.0,1,1,0.0,1,-7.0,False,0.0,Normal,57
8849,10,10.0,75.2,13.717142559585797,1,2,0.0,10,9.0,False,0.0,Normal,57
8850,10,10.0,75.2,13.717142559585797,1,2,0.0,6,0.0,False,0.0,Normal,57
8851,5,5.0,142.0,100.0,2,2,0.7219280948873623,4,-5.0,False,0.0,Normal,57
8862,1,1.0,342.0,0.0,1,1,0.0,1,-4.0,False,0.0,Normal,57
8877,2,2.0,70.0,0.0,1,1,0.0,2,1.0,False,0.0,Normal,57
8878,2,2.0,85.0,0.0,1,1,0.0,2,0.0,False,0.0,Normal,57
8879,30,30.0,113.66666666666667,30.203016773531452,3,7,1.4294732983598406,14,28.0,False,0.0,Normal,57
8881,48,48.0,105.45833333333333,30.57365310015944,3,10,1.4056390622295665,32,18.0,False,0.0,Normal,57
9014,4,4.0,243.0,0.0,1,1,0.0,4,-44.0,False,0.0,Normal,57
9043,6,6.0,166.0,1.0,1,1,0.0,6,2.0,False,0.0,Normal,57
9046,6,6.0,166.0,1.0,1,1,0.0,6,0.0,False,0.0,Normal,57
9049,6,6.0,166.0,1.0,1,1,0.0,6,0.0,False,0.0,Normal,57
9074,4,4.0,84.0,8.0,2,2,1.0,2,-2.0,False,0.0,Normal,57
9119,4,4.0,84.0,8.0,2,2,1.0,2,0.0,False,0.0,Normal,57
9164,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
9167,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9173,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9181,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9194,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9209,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9211,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9219,4,4.0,112.5,27.5,2,2,1.0,4,3.0,False,0.0,Normal,57
9220,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
9236,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9238,16,16.0,121.625,42.28160799922349,3,2,1.4056390622295665,14,15.0,False,0.0,Normal,57
9239,8,8.0,136.25,53.176004927034526,2,2,1.0,8,-8.0,False,0.0,Normal,57
9241,24,24.0,107.91666666666667,39.46825376876402,2,2,1.0,24,16.0,False,0.0,Normal,57
9249,1,1.0,342.0,0.0,1,1,0.0,1,-23.0,False,0.0,Normal,57
9254,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9256,4,4.0,109.0,35.0,2,2,1.0,4,3.0,False,0.0,Normal,57
9257,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
9260,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9266,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9279,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9290,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9294,12,12.0,150.66666666666666,63.83746722906715,3,2,1.4591479170272448,6,11.0,False,0.0,Normal,57
9299,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
9301,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9302,4,4.0,109.0,35.0,2,2,1.0,4,3.0,False,0.0,Normal,57
9310,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
9325,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9337,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9358,48,48.0,110.66666666666667,36.50532685634918,3,9,1.4591479170272448,38,47.0,False,0.0,Normal,57
9359,36,36.0,126.94444444444444,53.26607448797053,3,8,1.3821022532543101,24,-12.0,False,0.0,Normal,57
9360,32,32.0,101.875,22.46072961860322,3,8,1.271782221599798,20,-4.0,False,0.0,Normal,57
9361,142,142.0,106.01408450704226,43.09880327665935,3,33,1.2078853229682496,34,110.0,True,355.0,Critical,24
9362,2,2.0,131.0,0.0,1,1,0.0,2,-140.0,False,0.0,Normal,57
9367,12,12.0,111.66666666666667,42.081930669693485,3,3,1.4591479170272448,6,10.0,False,0.0,Normal,57
9371,8,8.0,112.0,27.0,3,2,1.5,6,-4.0,False,0.0,Normal,57
9377,12,12.0,101.33333333333333,32.00347203386255,3,3,1.4591479170272448,12,4.0,False,0.0,Normal,57
9392,12,12.0,101.33333333333333,32.00347203386255,3,3,1.4591479170272448,10,0.0,False,0.0,Normal,57
9410,16,16.0,98.0,11.789826122551595,3,4,1.4056390622295665,12,4.0,False,0.0,Normal,57
9418,36,36.0,143.61111111111111,72.00473664117821,3,7,1.4591479170272448,12,20.0,False,0.0,Normal,57
9422,12,12.0,101.33333333333333,32.00347203386255,3,3,1.4591479170272448,8,-24.0,False,0.0,Normal,57
9452,20,20.0,75.2,13.717142559585795,1,2,0.0,10,8.0,False,0.0,Normal,57
9453,4,4.0,92.0,0.0,1,1,0.0,4,-16.0,False,0.0,Normal,57
9482,20,20.0,98.8,25.49039034616771,4,4,1.9709505944546688,10,16.0,False,0.0,Normal,57
9512,6,6.0,202.5,139.5,2,3,0.6500224216483541,3,-14.0,False,0.0,Normal,57
9513,3,3.0,63.0,0.0,1,1,0.0,3,-3.0,False,0.0,Normal,57
9601,12,12.0,106.0,25.748786379167466,2,4,1.0,10,9.0,False,0.0,Normal,57
9644,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
9647,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9653,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9659,12,12.0,102.33333333333333,18.99707579836668,3,3,1.4591479170272448,10,11.0,False,0.0,Normal,57
9669,1,1.0,342.0,0.0,1,1,0.0,1,-11.0,False,0.0,Normal,57
9684,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9689,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9692,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9700,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9712,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9732,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9733,4,4.0,243.0,0.0,1,1,0.0,4,3.0,False,0.0,Normal,57
9734,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
9736,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9740,2,2.0,60.0,0.0,1,1,0.0,2,1.0,False,0.0,Normal,57
9743,1,1.0,342.0,0.0,1,1,0.0,1,-1.0,False,0.0,Normal,57
9759,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9767,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9779,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9782,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9784,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9789,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9798,4,4.0,109.0,35.0,2,2,1.0,4,3.0,False,0.0,Normal,57
9799,1,1.0,342.0,0.0,1,1,0.0,1,-3.0,False,0.0,Normal,57
9813,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9821,1,1.0,342.0,0.0,1,1,0.0,1,0.0,False,0.0,Normal,57
9844,4,4.0,109.0,35.0,2,2,1.0,4,3.0,False,0.0,Normal,57
9875,8,8.0,120.5,33.5,3,2,1.5,6,4.0,False,0.0,Normal,57
9914,4,4.0,84.0,8.0,2,2,1.0,4,-4.0,False,0.0,Normal,57
